timestamp,cpu_usage_percent,mem_used_mb,mem_total_mb,mem_usage_percent,acpitz:temp1,acpitz:temp2,coretemp:Core 0,coretemp:Core 1,coretemp:Core 2,coretemp:Core 3,coretemp:Package id 0
2026-09-09T09:21:08.544594849+07:00,0.00,4991,15860,31.47,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:08.644518218+07:00,17.07,4988,15860,31.45,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:08.744813859+07:00,30.00,4988,15860,31.45,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:08.843954426+07:00,22.50,4988,15860,31.45,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:08.944349117+07:00,25.00,4988,15860,31.45,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:09.044803295+07:00,33.33,4990,15860,31.46,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:09.144802354+07:00,60.00,4981,15860,31.41,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:09.244743832+07:00,15.38,4981,15860,31.41,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:09.344266536+07:00,19.05,4985,15860,31.43,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:09.443808281+07:00,24.39,4985,15860,31.44,27.80,29.80,39.00,40.00,39.00,40.00,40.00
2026-09-09T09:21:09.544739724+07:00,24.39,4986,15860,31.44,27.80,29.80,39.00,40.00,39.00,39.00,39.00
2026-09-09T09:21:09.64407888+07:00,20.51,4979,15860,31.39,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:09.74410068+07:00,25.00,4979,15860,31.39,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:09.843814441+07:00,19.51,4979,15860,31.39,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:09.944302176+07:00,15.00,4979,15860,31.39,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:10.044153677+07:00,24.39,4979,15860,31.39,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:10.144797788+07:00,15.00,4979,15860,31.39,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:10.244492474+07:00,25.00,4979,15860,31.40,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:10.344326203+07:00,32.50,4979,15860,31.40,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:10.444199607+07:00,34.15,4979,15860,31.40,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:10.544389284+07:00,17.50,4979,15860,31.40,27.80,29.80,38.00,38.00,37.00,39.00,39.00
2026-09-09T09:21:10.644673339+07:00,36.36,4974,15860,31.36,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:10.744586406+07:00,33.33,4974,15860,31.36,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:10.844619663+07:00,41.46,4974,15860,31.36,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:10.94413825+07:00,21.43,4974,15860,31.36,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:11.044613108+07:00,26.19,4976,15860,31.38,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:11.143830443+07:00,41.03,4999,15860,31.52,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:11.244540733+07:00,41.46,4999,15860,31.52,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:11.344184448+07:00,41.46,4987,15860,31.44,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:11.444127279+07:00,17.07,4985,15860,31.43,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:11.544554054+07:00,16.67,4979,15860,31.40,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:11.643856462+07:00,15.00,4976,15860,31.38,27.80,29.80,38.00,39.00,37.00,38.00,39.00
2026-09-09T09:21:11.744732965+07:00,17.07,4976,15860,31.38,27.80,29.80,38.00,39.00,38.00,39.00,39.00
2026-09-09T09:21:11.844537865+07:00,22.50,4977,15860,31.38,27.80,29.80,38.00,39.00,38.00,39.00,39.00
2026-09-09T09:21:11.943969191+07:00,37.50,4977,15860,31.38,27.80,29.80,38.00,39.00,38.00,39.00,39.00
