timestamp,cpu_usage_percent,mem_used_mb,mem_total_mb,mem_usage_percent,acpitz:temp1,acpitz:temp2,coretemp:Core 0,coretemp:Core 1,coretemp:Core 2,coretemp:Core 3,coretemp:Package id 0
2026-09-06T10:13:28.272910552+07:00,30.25,8125,15860,51.23,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:28.373245294+07:00,10.00,8109,15860,51.13,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:28.473354708+07:00,19.05,8109,15860,51.13,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:28.573318346+07:00,25.00,8109,15860,51.13,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:28.673061322+07:00,25.58,8109,15860,51.13,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:28.772857158+07:00,28.95,8109,15860,51.13,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:28.873190443+07:00,44.19,8097,15860,51.05,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:28.973051148+07:00,22.50,8097,15860,51.05,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:29.073888934+07:00,26.19,8097,15860,51.05,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:29.173049701+07:00,41.46,8097,15860,51.05,27.80,29.80,45.00,43.00,42.00,42.00,45.00
2026-09-06T10:13:29.273469515+07:00,31.71,8097,15860,51.05,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:29.373269105+07:00,37.50,8097,15860,51.05,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:29.472918798+07:00,37.50,8098,15860,51.06,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:29.573043307+07:00,11.90,8098,15860,51.06,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:29.673303037+07:00,80.00,8357,15860,52.70,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:29.772954453+07:00,100.00,8165,15860,51.49,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:29.873114121+07:00,100.00,8322,15860,52.48,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:29.973846842+07:00,100.00,8367,15860,52.76,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:30.073210363+07:00,100.00,8365,15860,52.75,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:30.17363724+07:00,100.00,8364,15860,52.74,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:30.273015983+07:00,100.00,8323,15860,52.48,27.80,29.80,40.00,40.00,39.00,39.00,40.00
2026-09-06T10:13:30.373675672+07:00,100.00,8309,15860,52.39,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:30.473227317+07:00,100.00,8367,15860,52.76,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:30.573510207+07:00,100.00,8367,15860,52.76,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:30.673536771+07:00,100.00,8367,15860,52.76,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:30.772987778+07:00,100.00,8367,15860,52.76,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:30.873891465+07:00,100.00,8367,15860,52.76,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:30.973611601+07:00,100.00,8367,15860,52.76,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:31.073229447+07:00,100.00,8367,15860,52.76,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:31.173616367+07:00,100.00,8365,15860,52.75,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:31.273605167+07:00,100.00,8365,15860,52.75,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:31.373740732+07:00,100.00,8235,15860,51.93,27.80,29.80,54.00,52.00,51.00,52.00,54.00
2026-09-06T10:13:31.472911761+07:00,100.00,8367,15860,52.76,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:31.573262348+07:00,30.77,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:31.673074715+07:00,21.43,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:31.773063453+07:00,15.38,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:31.873057731+07:00,22.73,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:31.97348309+07:00,12.20,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:32.073792344+07:00,20.00,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:32.17321586+07:00,15.00,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:32.273723135+07:00,15.91,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:32.373203365+07:00,15.38,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:32.473794775+07:00,10.00,8129,15860,51.26,27.80,29.80,52.00,55.00,50.00,51.00,55.00
2026-09-06T10:13:32.573542132+07:00,16.28,8129,15860,51.26,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:32.673660905+07:00,84.21,8355,15860,52.68,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:32.773487385+07:00,100.00,8394,15860,52.93,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:32.872976386+07:00,100.00,8260,15860,52.08,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:32.973850826+07:00,100.00,8379,15860,52.83,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:33.073588507+07:00,100.00,8337,15860,52.57,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:33.173683625+07:00,100.00,8385,15860,52.87,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:33.273480031+07:00,100.00,8290,15860,52.27,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:33.373829682+07:00,100.00,8358,15860,52.70,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:33.47339086+07:00,100.00,8271,15860,52.15,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:33.573624376+07:00,100.00,8359,15860,52.71,27.80,29.80,40.00,42.00,40.00,41.00,42.00
2026-09-06T10:13:33.673872252+07:00,100.00,8385,15860,52.87,27.80,29.80,55.00,56.00,52.00,53.00,56.00
2026-09-06T10:13:33.772925746+07:00,100.00,8385,15860,52.87,27.80,29.80,55.00,56.00,52.00,53.00,56.00
2026-09-06T10:13:33.87348491+07:00,100.00,8385,15860,52.87,27.80,29.80,55.00,56.00,52.00,53.00,56.00
2026-09-06T10:13:33.973829926+07:00,100.00,8385,15860,52.87,27.80,29.80,55.00,56.00,52.00,53.00,56.00
2026-09-06T10:13:34.073153622+07:00,100.00,8387,15860,52.88,27.80,29.80,55.00,56.00,52.00,53.00,56.00
2026-09-06T10:13:34.173230359+07:00,77.50,8126,15860,51.24,27.80,29.80,55.00,56.00,52.00,53.00,56.00
2026-09-06T10:13:34.273069028+07:00,21.43,8126,15860,51.24,27.80,29.80,55.00,56.00,52.00,53.00,56.00
